surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
영수증,action_service,서류,3,8550,,서류/증빙확인,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,영수증 서류 서류/증빙확인 확장 고객 행동/서비스 단서,
자동 이체,action_service,납입관리,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,자동 이체 납입관리 계약관리문의 확장 고객 행동/서비스 단서,
자동이체,action_service,납입관리,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,자동이체 납입관리 계약관리문의 확장 고객 행동/서비스 단서,
정보변경,action_service,계약변경,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,정보변경 계약변경 계약관리문의 확장 고객 행동/서비스 단서,
주소변경,action_service,계약변경,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,주소변경 계약변경 계약관리문의 확장 고객 행동/서비스 단서,
중도 인출,action_service,중도인출,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,중도 인출 중도인출 계약관리문의 확장 고객 행동/서비스 단서,
중도해지,action_service,해지,3,8550,,해지/환급문의,general,N,N,contains,base,서비스/청구 액션 확장,N,,N,중도해지 해지 해지/환급문의 서비스/청구 액션 확장,
증권발급,action_service,계약조회,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,증권발급 계약조회 계약관리문의 확장 고객 행동/서비스 단서,
지급거절,action_service,보험금심사,3,8550,,청구/보험금문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,지급거절 보험금심사 청구/보험금문의 확장 고객 행동/서비스 단서,
지급심사,action_service,보험금심사,3,8550,,청구/보험금문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,지급심사 보험금심사 청구/보험금문의 확장 고객 행동/서비스 단서,
진단서,action_service,진단서,3,8550,,서류/증빙확인,general,N,N,contains,base,청구/서류/해지/계약 등 서비스성 의도,N,,N,진단서 진단서 서류/증빙확인 청구/서류/해지/계약 등 서비스성 의도,
진단서,action_service,서류,3,8550,,서류/증빙확인,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,진단서 서류 서류/증빙확인 확장 고객 행동/서비스 단서,
청구 서류,action_service,서류,3,8700,,서류/증빙확인,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,청구 서류 서류 서류/증빙확인 확장 고객 행동/서비스 단서,
청구간소화,action_service,청구간소화,3,8550,,청구/보험금문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,청구간소화 청구간소화 청구/보험금문의 확장 고객 행동/서비스 단서,
카드납부,action_service,납입관리,3,8550,,계약관리문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,카드납부 납입관리 계약관리문의 확장 고객 행동/서비스 단서,
팩스청구,action_service,청구,3,8550,,청구/보험금문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,팩스청구 청구 청구/보험금문의 확장 고객 행동/서비스 단서,
필요 서류,action_service,서류,3,8550,,서류/증빙확인,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,필요 서류 서류 서류/증빙확인 확장 고객 행동/서비스 단서,
해약,action_service,환급금,3,8550,,해지/환급문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,해약 환급금 해지/환급문의 확장 고객 행동/서비스 단서,
해지,action_service,환급금,3,8550,,해지/환급문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,해지 환급금 해지/환급문의 확장 고객 행동/서비스 단서,
해지환급금,action_service,환급금,3,8550,,해지/환급문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,해지환급금 환급금 해지/환급문의 확장 고객 행동/서비스 단서,
환급률,action_service,만기환급금,3,8550,,해지/환급문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,환급률 만기환급금 해지/환급문의 확장 고객 행동/서비스 단서,
효력상실,action_service,실효부활,3,8550,,갱신/유지문의,general,N,N,contains,base_massive_v2,확장 고객 행동/서비스 단서,N,,N,효력상실 실효부활 갱신/유지문의 확장 고객 행동/서비스 단서,
감액완납,action_service,감액완납,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
감액지급,action_service,감액지급,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
검사결과지,action_service,검사결과지,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
계약자변경,action_service,계약자변경,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
계약해지,action_service,계약해지,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
납입면제 신청,action_service,납입면제신청,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
납입유예,action_service,납입유예,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
만기보험금,action_service,만기보험금,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
만기환급금,action_service,만기환급금,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
명의변경,action_service,명의변경,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보상접수,action_service,보상접수,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험계약대출,action_service,보험계약대출,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험금 부지급,action_service,보험금부지급,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험금 삭감,action_service,보험금삭감,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험금 심사,action_service,보험금심사,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험금 지급,action_service,보험금지급,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험금지급,action_service,보험금지급,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험료 미납,action_service,보험료미납,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험료미납,action_service,보험료미납,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
보험증권 재발행,action_service,보험증권재발행,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
부지급,action_service,부지급,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
부활,action_service,부활,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
사고접수,action_service,사고접수,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
손해사정,action_service,손해사정,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
수술확인서,action_service,수술확인서,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
수익자변경,action_service,수익자변경,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
실효,action_service,실효,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
실효부활,action_service,실효부활,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
약관대출,action_service,약관대출,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
약제비영수증,action_service,약제비영수증,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
연장정기,action_service,연장정기,3,8520,,갱신/유지문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
의무기록,action_service,의무기록,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
입퇴원확인서,action_service,입퇴원확인서,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
자동이체,action_service,자동이체,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
적립금,action_service,적립금,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
주소변경,action_service,주소변경,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
중도인출,action_service,중도인출,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
중도해지,action_service,중도해지,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
증권재발행,action_service,증권재발행,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
지급 거절,action_service,지급거절,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
지급심사,action_service,지급심사,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
진료기록,action_service,진료기록,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
진료비 세부내역서,action_service,진료비세부내역서,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
진료비세부내역서,action_service,진료비세부내역서,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
진료비영수증,action_service,진료비영수증,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
처방전,action_service,처방전,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
청구 기한,action_service,청구기한,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
청구 방법,action_service,청구방법,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
청구기간,action_service,청구기간,3,8520,,청구/보험금문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
청약철회,action_service,청약철회,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
초진기록지,action_service,초진기록지,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
카드납,action_service,카드납,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
통원확인서,action_service,통원확인서,3,8520,,서류/증빙확인,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
품질보증해지,action_service,품질보증해지,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
피보험자변경,action_service,피보험자변경,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
해약환급금,action_service,해약환급금,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
해지 방법,action_service,해지방법,3,8520,,해지/환급문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
해피콜,action_service,해피콜,3,8520,,계약관리문의,general,N,N,contains,base_massive_v3,계약/청구/서류/유지 action 확장,N,,N,,0.82
갱신,action_service,갱신,3,8500,,갱신/유지문의,general,N,N,contains,base,청구/서류/해지/계약 등 서비스성 의도,N,,N,갱신 갱신 갱신/유지문의 청구/서류/해지/계약 등 서비스성 의도,
계약 조회,action_service,계약조회,3,8500,,계약관리문의,general,N,N,contains,base,청구/서류/해지/계약 등 서비스성 의도,N,,N,계약 조회 계약조회 계약관리문의 청구/서류/해지/계약 등 서비스성 의도,
계약조회,action_service,계약조회,3,8500,,계약관리문의,general,N,N,contains,base,청구/서류/해지/계약 등 서비스성 의도,N,,N,계약조회 계약조회 계약관리문의 청구/서류/해지/계약 등 서비스성 의도,
영수증,action_service,영수증,3,8500,,서류/증빙확인,general,N,N,contains,base,청구/서류/해지/계약 등 서비스성 의도,N,,N,영수증 영수증 서류/증빙확인 청구/서류/해지/계약 등 서비스성 의도,
